AppName,RelPath,Func,LineStart,LineEnd,TotalQueries,TotalSelect,TotalInsert,TotalUpdate,TotalDelete,TotalTruncate,TotalExec,TotalWrite,TotalDynamic,DynamicRawCount,TotalDynamicSql,TotalDynamicObject,DynamicSqlCount,DynamicObjectCount,DynamicCount,DynamicSignatures,DynamicReason,TotalObjects,TotalObjectsRead,TotalObjectsWrite,TotalObjectsExec,TopObjectsRead,TopObjectsWrite,TopObjectsExec,ObjectsUsed,HasCrossDb,DbList,DynamicPseudoKinds,DynamicExampleSignatures
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateDCRBONUSResultData,303,303,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|PopulateDCRBONUSResultData|ExecProc@303 x2 (example=0069d4a0e1e5db883a799770efbc9c2e6e272bd3),dynamic object name x2; dynamic sql x2,2,0,2,2,,[P] <dynamic-object>(1); TRSPopulateProductTreasuryDCRBONUSResult(1),[P] <dynamic-object>(1); TRSPopulateProductTreasuryDCRBONUSResult(1),[P] <dynamic-object>(write=1/exec=1); TRSPopulateProductTreasuryDCRBONUSResult(write=1/exec=1),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|PopulateDCRBONUSResultData|ExecProc@303 x2
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateDCREKIResultData,323,323,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|PopulateDCREKIResultData|ExecProc@323 x2 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql x2,1,0,1,1,,[P] <dynamic-sql>(6),[P] <dynamic-sql>(6),[P] <dynamic-sql>(write=6/exec=6),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|PopulateDCREKIResultData|ExecProc@323 x2
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateDCRKIKOResultData,271,271,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|PopulateDCRKIKOResultData|ExecProc@271 x2 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql x2,1,0,1,1,,[P] <dynamic-sql>(6),[P] <dynamic-sql>(6),[P] <dynamic-sql>(write=6/exec=6),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|PopulateDCRKIKOResultData|ExecProc@271 x2
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateDCRResultData,260,260,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|PopulateDCRResultData|ExecProc@260 x2 (example=1a49bff91ea24517b0e4af0606072d59a22a9e68),dynamic object name x2; dynamic sql x2,2,0,2,2,,[P] <dynamic-object>(1); TRSPopulateProductTreasuryDCRResult(1),[P] <dynamic-object>(1); TRSPopulateProductTreasuryDCRResult(1),[P] <dynamic-object>(write=1/exec=1); TRSPopulateProductTreasuryDCRResult(write=1/exec=1),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|PopulateDCRResultData|ExecProc@260 x2
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulatePPDResultData,282,282,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|PopulatePPDResultData|ExecProc@282 x2 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql x2,1,0,1,1,,[P] <dynamic-sql>(6),[P] <dynamic-sql>(6),[P] <dynamic-sql>(write=6/exec=6),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|PopulatePPDResultData|ExecProc@282 x2
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateProductType,30,30,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,UploadTreasuryProductResultModel.cs|PopulateProductType|ExecProc@30 x1 (example=f33bf362d20214ac513ca1167080349d92ab3210),,1,0,1,1,,TRSPopulateProductList(1),TRSPopulateProductList(1),TRSPopulateProductList(write=1/exec=1),false,,,
dotnet-sample,UploadTreasuryProductResultModel.cs,PopulateTreasuryResultProduct,92,92,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,UploadTreasuryProductResultModel.cs|PopulateTreasuryResultProduct|ExecProc@92 x1 (example=3573ce439acef9c74cb9ac2d0087f12acf22575f),,1,0,1,1,,TRSPopulateTreasuryProductResult(1),TRSPopulateTreasuryProductResult(1),TRSPopulateTreasuryProductResult(write=1/exec=1),false,,,
dotnet-sample,UploadTreasuryProductResultModel.cs,ProcessData,59,59,2,0,0,0,0,0,2,2,2,2,1,1,1,1,2,UploadTreasuryProductResultModel.cs|ProcessData|ExecProc@59 x2 (example=22456cca038313ec59c506ad9ee7db8280543cbb),dynamic object name x2; dynamic sql x2,2,0,2,2,,[P] <dynamic-object>(1); TRSSaveTreasuryProductResult(1),[P] <dynamic-object>(1); TRSSaveTreasuryProductResult(1),[P] <dynamic-object>(write=1/exec=1); TRSSaveTreasuryProductResult(write=1/exec=1),false,,dynamic-object(1); dynamic-sql(1),UploadTreasuryProductResultModel.cs|ProcessData|ExecProc@59 x2
dotnet-sample,clsAPIServiceInvestmentObligasi.cs,InquiryCurrentWkDate,427,427,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceInvestmentObligasi.cs|InquiryCurrentWkDate|CommandText@427 x1 (example=02260073ed92d2b24c0163cf8d30da01c129171e),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); control_table(1),,,[P] <dynamic-object>(read=1); control_table(read=1),false,,dynamic-object(1),clsAPIServiceInvestmentObligasi.cs|InquiryCurrentWkDate|CommandText@427
dotnet-sample,clsAPIServiceInvestmentObligasi.cs,InquiryCustomerDetail,397,397,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceInvestmentObligasi.cs|InquiryCustomerDetail|CommandText@397 x1 (example=156839d881da36169ec73b384482175e79dc7194),dynamic object name; runtime variable,2,1,1,0,TreasuryCustomer_TM(1),[P] <dynamic-object>(1),,[P] <dynamic-object>(write=1); TreasuryCustomer_TM(read=1),false,,dynamic-object(1),clsAPIServiceInvestmentObligasi.cs|InquiryCustomerDetail|CommandText@397
dotnet-sample,clsAPIServiceInvestmentObligasi.cs,ObliInquiryInvestment,321,321,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceInvestmentObligasi.cs|Exception|CommandText@321 x1 (example=fea87b873a6af177d1e1ee91f87b0fe158f035bc),concat runtime; dynamic object name,6,5,1,0,ORI_Online_TR(1); ORI_Order_TT(1); SecurityMaster_TM(1); SecurityTransaction_TT(1); TRSCustAccNumber_TR(1),[P] <dynamic-object>(1),,[P] <dynamic-object>(write=1); ORI_Online_TR(read=1); ORI_Order_TT(read=1); SecurityMaster_TM(read=1); SecurityTransaction_TT(read=1); TRSCustAccNumber_TR(read=1),false,,dynamic-object(1),clsAPIServiceInvestmentObligasi.cs|Exception|CommandText@321
dotnet-sample,clsAPIServiceNTI.cs,CreateTreasuryCustomer,1398,1398,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|CreateTreasuryCustomer|CommandText@1398 x1 (example=f3f9e17707d8bf28136796920dbc59dfb85682bb),dynamic object name; runtime variable,7,2,5,0,control_table(1); TRSListChannelBonds_TR(1),[P] <dynamic-object>(1); edBy(1); edDate(1); TreasuryCustomer_TM(1); xDbg_trs_InsertTreasuryCustomer_TM(1),,[P] <dynamic-object>(write=1); control_table(read=1); edBy(write=1); edDate(write=1); TreasuryCustomer_TM(write=1); TRSListChannelBonds_TR(read=1); xDbg_trs_InsertTreasuryCustomer_TM(write=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|CreateTreasuryCustomer|CommandText@1398
dotnet-sample,clsAPIServiceNTI.cs,GetChannelBonds,2295,2295,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|GetChannelBonds|CommandText@2295 x1 (example=9cf9bb63e919b2905bf1aeafc4c4b58e1e68678b),concat runtime; dynamic object name,2,2,0,0,[P] <dynamic-object>(1); TRSListChannelBonds_TR(1),,,[P] <dynamic-object>(read=1); TRSListChannelBonds_TR(read=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|GetChannelBonds|CommandText@2295
dotnet-sample,clsAPIServiceNTI.cs,GetDataCore,2215,2215,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|GetDataCore|CommandText@2215 x1 (example=43db87363fb8598c67b93854370834ce724f6a3d),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); TRSParameter_TR(1),,,[P] <dynamic-object>(read=1); TRSParameter_TR(read=1),true,SQL_SIBS,dynamic-object(1),clsAPIServiceNTI.cs|GetDataCore|CommandText@2215
dotnet-sample,clsAPIServiceNTI.cs,GetOnlineGeneralParam,1529,1529,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|GetOnlineGeneralParam|CommandText@1529 x1 (example=0e1c7aad529d92144d32d98bc32eeff76790821d),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); ORIOnlineGeneralParam_TR(1),,,[P] <dynamic-object>(read=1); ORIOnlineGeneralParam_TR(read=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|GetOnlineGeneralParam|CommandText@1529
dotnet-sample,clsAPIServiceNTI.cs,GetTreasuryParameter,2557,2557,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|GetTreasuryParameter|CommandText@2557 x1 (example=f65f0f788e231887b697436bff56297d2783357e),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); TRSParameter_TR(1),,,[P] <dynamic-object>(read=1); TRSParameter_TR(read=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|GetTreasuryParameter|CommandText@2557
dotnet-sample,clsAPIServiceNTI.cs,InquiryTreasuryCustomer,142,142,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|Exception|CommandText@142 x1 (example=676086d9b153ab16a1ab69a3c58b9798ad0bfa70),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); TreasuryCustomer_TM(1),,,[P] <dynamic-object>(read=1); TreasuryCustomer_TM(read=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|Exception|CommandText@142
dotnet-sample,clsAPIServiceNTI.cs,SQLSPParameter,2503,2503,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceNTI.cs|SQLSPParameter|CommandText@2503 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceNTI.cs|SQLSPParameter|CommandText@2503
dotnet-sample,clsAPIServiceNTI.cs,SendCustomerToMurex,2739,3546,6,0,1,0,1,0,0,2,6,6,4,2,4,2,6,clsAPIServiceNTI.cs|OPENXML|CommandText@3546 x6 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql x6,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-object(2); dynamic-sql(1),clsAPIServiceNTI.cs|SendCustomerToMurex|CommandText@3010 x2; clsAPIServiceNTI.cs|OPENXML|CommandText@3546; clsAPIServiceNTI.cs|SendCustomerToMurex|CommandText@2739
dotnet-sample,clsAPIServiceNTI.cs,SetupSecAccNo,1468,1468,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceNTI.cs|SetupSecAccNo|CommandText@1468 x1 (example=f2c62f19ec214c5273ddbf9f6b3a2437b82c266e),dynamic object name; runtime variable,1,1,0,0,[P] <dynamic-object>(1),,,[P] <dynamic-object>(read=1),false,,dynamic-object(1),clsAPIServiceNTI.cs|SetupSecAccNo|CommandText@1468
dotnet-sample,clsAPIServiceNTI.cs,WITH,3189,3414,3,0,0,0,0,0,0,0,3,3,3,0,3,0,3,clsAPIServiceNTI.cs|WITH|CommandText@3189 x3 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql x3,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceNTI.cs|WITH|CommandText@3189; clsAPIServiceNTI.cs|WITH|CommandText@3317; clsAPIServiceNTI.cs|WITH|CommandText@3414
dotnet-sample,clsAPIServiceReksa2.cs,ReksaEBWInquiryCustomerStatus,269,269,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa2.cs|Exception|CommandText@269 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(2),,,[P] <dynamic-sql>(read=2),false,,dynamic-sql(1),clsAPIServiceReksa2.cs|Exception|CommandText@269
dotnet-sample,clsAPIServiceReksa2.cs,ReksaSaveAnswerRiskProfile,760,760,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa2.cs|ReksaSaveAnswerRiskProfile|CommandText@760 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(2),,,[P] <dynamic-sql>(read=2),false,,dynamic-sql(1),clsAPIServiceReksa2.cs|ReksaSaveAnswerRiskProfile|CommandText@760
dotnet-sample,clsAPIServiceReksa3.cs,CobaSelect,2192,2192,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|CobaSelect|CommandText@2192 x1 (example=8c3f3cf2ff6d6044ac0f48d8e6488e6014d6d0cd),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); ReksaProduct_TM(1),,,[P] <dynamic-object>(read=1); ReksaProduct_TM(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|CobaSelect|CommandText@2192
dotnet-sample,clsAPIServiceReksa3.cs,FundFactSheetAndProspectus,2143,2143,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|FundFactSheetAndProspectus|CommandText@2143 x1 (example=e83077dc42dd5cee44e65fd31535720208296dcb),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); ReksaUploadPDFIBMB_TM(1),,,[P] <dynamic-object>(read=1); ReksaUploadPDFIBMB_TM(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|FundFactSheetAndProspectus|CommandText@2143
dotnet-sample,clsAPIServiceReksa3.cs,InquiryMutualFundsFee,1598,1598,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|InquiryMutualFundsFee|CommandText@1598 x1 (example=e0c532f2d3ba8d0944ca93bfe7e2f104634e30ae),dynamic object name; runtime variable,3,3,0,0,[P] <dynamic-object>(1); control_table(1); ReksaProduct_TM(1),,,[P] <dynamic-object>(read=1); control_table(read=1); ReksaProduct_TM(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|InquiryMutualFundsFee|CommandText@1598
dotnet-sample,clsAPIServiceReksa3.cs,InquiryNAVByDateWithWS,738,738,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa3.cs|InquiryNAVByDateWithWS|CommandText@738 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceReksa3.cs|InquiryNAVByDateWithWS|CommandText@738
dotnet-sample,clsAPIServiceReksa3.cs,InquiryNAVWithWS,662,662,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa3.cs|InquiryNAVWithWS|CommandText@662 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceReksa3.cs|InquiryNAVWithWS|CommandText@662
dotnet-sample,clsAPIServiceReksa3.cs,InquiryProductByCode,2440,2440,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|InquiryProductByCode|CommandText@2440 x1 (example=b9e80f0f39ab462ae090c2cbf6a43aadc79e53f9),concat runtime; dynamic object name,8,6,2,0,ReksaCustody_TR(1); ReksaKinerjaProduct_TM(1); ReksaManInv_TR(1); ReksaNAVParam_TH(1); ReksaProduct_TM(1); +1 others,[P] <dynamic-object>(1); data(1),,[P] <dynamic-object>(write=1); data(write=1); ReksaCustody_TR(read=1); ReksaKinerjaProduct_TM(read=1); ReksaManInv_TR(read=1); ReksaNAVParam_TH(read=1); ReksaProduct_TM(read=1); temp(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|InquiryProductByCode|CommandText@2440
dotnet-sample,clsAPIServiceReksa3.cs,InquiryProductWithWS,472,472,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|InquiryProductWithWS|CommandText@472 x1 (example=732581f9e58e0eef13f82b461168932b5fac3feb),concat runtime; dynamic object name,6,4,2,0,ReksaKinerjaProduct_TM(1); ReksaNAVParam_TH(1); ReksaProduct_TM(1); temp(1),[P] <dynamic-object>(1); data(1),,[P] <dynamic-object>(write=1); data(write=1); ReksaKinerjaProduct_TM(read=1); ReksaNAVParam_TH(read=1); ReksaProduct_TM(read=1); temp(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|InquiryProductWithWS|CommandText@472
dotnet-sample,clsAPIServiceReksa3.cs,InquiryRateWithWS,833,1146,4,0,0,0,0,0,1,1,4,4,3,1,3,1,4,clsAPIServiceReksa3.cs|Exception|CommandText@1028 x4 (example=fa4919e04671ada4703d3f8a85d3248b8df2ce69),dynamic object name x4; runtime variable x4,2,0,2,2,,[P] <dynamic-object>(1); ReksaCalcFee(1),[P] <dynamic-object>(1); ReksaCalcFee(1),[P] <dynamic-object>(write=1/exec=1); ReksaCalcFee(write=1/exec=1),false,,dynamic-object(1); dynamic-sql(1),clsAPIServiceReksa3.cs|Exception|CommandText@1028; clsAPIServiceReksa3.cs|Exception|CommandText@1065; clsAPIServiceReksa3.cs|Exception|CommandText@1146
dotnet-sample,clsAPIServiceReksa3.cs,InquirySellerWithWS,579,579,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa3.cs|InquirySellerWithWS|CommandText@579 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceReksa3.cs|InquirySellerWithWS|CommandText@579
dotnet-sample,clsAPIServiceReksa3.cs,InquiryTieringNotification,1229,1229,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|InquiryTieringNotification|CommandText@1229 x1 (example=bee6cccbd8e6343dcc9614914e2d7263c2d08531),concat runtime; dynamic object name,2,2,0,0,[P] <dynamic-object>(1); ReksaTieringNotification_TM(1),,,[P] <dynamic-object>(read=1); ReksaTieringNotification_TM(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|InquiryTieringNotification|CommandText@1229
dotnet-sample,clsAPIServiceReksa3.cs,MappingSwitchOutToSwitchIn,2077,2077,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa3.cs|MappingSwitchOutToSwitchIn|CommandText@2077 x1 (example=23928dbc52f20a315c51beba6ec022b1549b724a),dynamic object name; runtime variable,8,8,0,0,[P] <dynamic-object>(1); control_table(1); fnGetWorkingDate(1); ReksaCIFData_TM(1); ReksaMasterNasabah_TM(1); +3 others,,,[P] <dynamic-object>(read=1); control_table(read=1); fnGetWorkingDate(read=1); ReksaCIFData_TM(read=1); ReksaMasterNasabah_TM(read=1); ReksaNAVParam_TH(read=1); ReksaRegulerSubscriptionClient_TM(read=1); ReksaRegulerSubscriptionSchedule_TT(read=1),false,,dynamic-object(1),clsAPIServiceReksa3.cs|MappingSwitchOutToSwitchIn|CommandText@2077
dotnet-sample,clsAPIServiceReksa3.cs,ReksaInquirySearchProduct,3110,3110,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa3.cs|ReksaInquirySearchProduct|CommandText@3110 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceReksa3.cs|ReksaInquirySearchProduct|CommandText@3110
dotnet-sample,clsAPIServiceReksa3.cs,ReksaParamList,2622,2622,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa3.cs|ReksaParamList|CommandText@2622 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(8),,,[P] <dynamic-sql>(read=8),false,,dynamic-sql(1),clsAPIServiceReksa3.cs|ReksaParamList|CommandText@2622
dotnet-sample,clsAPIServiceReksa4.cs,ReksaAutoCancelTrxPending,679,679,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa4.cs|ReksaAutoCancelTrxPending|CommandText@679 x1 (example=e616e133edb803d64d8588ae3e242fd0155710c6),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); control_table(1),,,[P] <dynamic-object>(read=1); control_table(read=1),false,,dynamic-object(1),clsAPIServiceReksa4.cs|ReksaAutoCancelTrxPending|CommandText@679
dotnet-sample,clsAPIServiceReksa4.cs,ReksaMailUpdateStatus,808,808,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa4.cs|ReksaMailUpdateStatus|CommandText@808 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(1),,,[P] <dynamic-sql>(read=1),false,,dynamic-sql(1),clsAPIServiceReksa4.cs|ReksaMailUpdateStatus|CommandText@808
dotnet-sample,clsAPIServiceReksa4.cs,ReksaPopulateMail,758,758,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa4.cs|ReksaPopulateMail|CommandText@758 x1 (example=ce098de89a0ba474f2c9f6e9cb208cc1e9d498ac),dynamic object name; runtime variable,1,1,0,0,[P] <dynamic-object>(1),,,[P] <dynamic-object>(read=1),false,,dynamic-object(1),clsAPIServiceReksa4.cs|ReksaPopulateMail|CommandText@758
dotnet-sample,clsAPIServiceReksa5.cs,AuthTrxRDBIndexFund,2679,2679,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa5.cs|AuthTrxRDBIndexFund|CommandText@2679 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(5),,,[P] <dynamic-sql>(read=5),false,,dynamic-sql(1),clsAPIServiceReksa5.cs|AuthTrxRDBIndexFund|CommandText@2679
dotnet-sample,clsAPIServiceReksa5.cs,AuthTrxRDBNonIndexFund,3481,3481,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa5.cs|AuthTrxRDBNonIndexFund|CommandText@3481 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(5),,,[P] <dynamic-sql>(read=5),false,,dynamic-sql(1),clsAPIServiceReksa5.cs|AuthTrxRDBNonIndexFund|CommandText@3481
dotnet-sample,clsAPIServiceReksa5.cs,CekProsesStatus,3796,3796,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa5.cs|CekProsesStatus|CommandText@3796 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(5),,,[P] <dynamic-sql>(read=5),false,,dynamic-sql(1),clsAPIServiceReksa5.cs|CekProsesStatus|CommandText@3796
dotnet-sample,clsAPIServiceReksa5.cs,GetListRDBIndexFund,636,636,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa5.cs|GetListRDBIndexFund|CommandText@636 x1 (example=97c6fa1c5f61819f8bf7213b3aa8e6abe6538735),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); ReksaRegulerSubscriptionSchedule_TMP(1),,,[P] <dynamic-object>(read=1); ReksaRegulerSubscriptionSchedule_TMP(read=1),false,,dynamic-object(1),clsAPIServiceReksa5.cs|GetListRDBIndexFund|CommandText@636
dotnet-sample,clsAPIServiceReksa5.cs,GetListRDBNonIndexFund,671,671,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa5.cs|GetListRDBNonIndexFund|CommandText@671 x1 (example=ad86c210d0552cc30178559dc73ac726055989ae),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); ReksaRegulerSubscriptionNonIndexFundSchedule_TMP(1),,,[P] <dynamic-object>(read=1); ReksaRegulerSubscriptionNonIndexFundSchedule_TMP(read=1),false,,dynamic-object(1),clsAPIServiceReksa5.cs|GetListRDBNonIndexFund|CommandText@671
dotnet-sample,clsAPIServiceReksa5.cs,InsertTrxRDBIndexFund,1190,1190,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,clsAPIServiceReksa5.cs|InsertTrxRDBIndexFund|CommandText@1190 x1 (example=3305092c00048463ae192c03e285195eb74138d8),dynamic object name; runtime variable,2,2,0,0,[P] <dynamic-object>(1); fnGetWorkingDate(1),,,[P] <dynamic-object>(read=1); fnGetWorkingDate(read=1),false,,dynamic-object(1),clsAPIServiceReksa5.cs|InsertTrxRDBIndexFund|CommandText@1190
dotnet-sample,clsAPIServiceReksa5.cs,InsertTrxRDBNonIndexFund,1664,1664,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,clsAPIServiceReksa5.cs|InsertTrxRDBNonIndexFund|CommandText@1664 x1 (example=829e30d2ed137a41defc3a465e6c3746bc753ccf),dynamic sql,1,1,0,0,[P] <dynamic-sql>(5),,,[P] <dynamic-sql>(read=5),false,,dynamic-sql(1),clsAPIServiceReksa5.cs|InsertTrxRDBNonIndexFund|CommandText@1664
dotnet-sample,clsAPIServiceReksa5.cs,PopulateRDBIndexFund,338,338,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceReksa5.cs|PopulateRDBIndexFund|CommandText@338 x1 (example=b277839149c5761cee29c9e3c8309b9ba1fc2d33),dynamic object name; runtime variable,4,2,2,0,fnGetWorkingDate(1); ReksaParam_TR(1),[P] <dynamic-object>(1); control_table(1),,[P] <dynamic-object>(write=1); control_table(write=1); fnGetWorkingDate(read=1); ReksaParam_TR(read=1),false,,dynamic-object(1),clsAPIServiceReksa5.cs|PopulateRDBIndexFund|CommandText@338
dotnet-sample,clsAPIServiceReksa5.cs,PopulateRDBNonIndexFund,605,605,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,clsAPIServiceReksa5.cs|PopulateRDBNonIndexFund|CommandText@605 x1 (example=2900cf21097ff0f286593538abf295fd98530277),dynamic object name; runtime variable,4,2,2,0,fnGetWorkingDate(1); ReksaParam_TR(1),[P] <dynamic-object>(1); control_table(1),,[P] <dynamic-object>(write=1); control_table(write=1); fnGetWorkingDate(read=1); ReksaParam_TR(read=1),false,,dynamic-object(1),clsAPIServiceReksa5.cs|PopulateRDBNonIndexFund|CommandText@605
