AppName,RelPath,File,SourceCategory,SourceKind,Line,Func,QueryHash,ObjectName,DbName,SchemaName,BaseName,IsCrossDb,IsLinkedServer,Role,DmlKind,IsWrite,IsObjectNameDynamic
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1254,subTRSProcessSettlementTransaksiBankBeli,ef3521596b0174052bee3e1f370cf3b65684c883,TRSProcessSettlementTransaksiBankBeli,,,TRSProcessSettlementTransaksiBankBeli,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1267,subTRSProcessSettlementTransaksiBankBeliFee,674fc47b7f61181b22a59e305dfe52113a30563a,TRSProcessSettlementTransaksiBankBeliFee,,,TRSProcessSettlementTransaksiBankBeliFee,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1280,subTRSProcessSettlementTransaksiBankBeliPajak,8e02d346dd6714009d70d230bf7eb889d9bf54d4,TRSProcessSettlementTransaksiBankBeliPajak,,,TRSProcessSettlementTransaksiBankBeliPajak,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1291,subTRSPopulateTransactionLink,a5205b423de4fcdc6d84096d6aa0e64b4533d22b,TRSPopulateTransactionLink,,,TRSPopulateTransactionLink,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1303,subTRSPopulateParameterTrxBankBeli,893c2ff0d7b916be4f8e3ce5458177d612558b1c,TRSPopulateParameterSettlementTrxBankBeli,,,TRSPopulateParameterSettlementTrxBankBeli,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1317,subTRSPopulatePTOSUpload,312c68153c4034593bf98dce8814d25f06787cca,TRSPopulatePTOSUpload,,,TRSPopulatePTOSUpload,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1332,subTRSProcessPTOSUpload,8578f9cb2a3131fe9fd45320d72510759a69a38d,TRSProcessPTOSUpload,,,TRSProcessPTOSUpload,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1344,subTRSPopulatePTOSUploadAuthen,065758a68c9e2ac6d8ce47dad5bbee2cc584dae3,TRSPopulatePTOSUploadAuthen,,,TRSPopulatePTOSUploadAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1359,subTRSProcessPTOSUploadAuthen,84aeb92bd8d541843a4f18896efcb07a4828ead1,TRSProcessPTOSUploadAuthen,,,TRSProcessPTOSUploadAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1373,subTRSPopulatePTOSUTrx,561973869eca63ecc0022753855df000335e83d7,TRSPopulatePTOSUTrx,,,TRSPopulatePTOSUTrx,false,false,exec,EXEC,true,false
