AppName,RelPath,File,SourceCategory,SourceKind,Line,Func,QueryHash,ObjectName,DbName,SchemaName,BaseName,IsCrossDb,IsLinkedServer,Role,DmlKind,IsWrite,IsObjectNameDynamic
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,AND,,,AND,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,AND,,,AND,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,AND,,,AND,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,DATA,,,DATA,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,DATETIME,,,DATETIME,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,SecurityReplaceTrxLelang_TT,,,SecurityReplaceTrxLelang_TT,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,a,,,a,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,a,,,a,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,bl,,,bl,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,bl,,,bl,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,bl,,,bl,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,bl,,,bl,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,blt,,,blt,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,blt,,,blt,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,tmp,,,tmp,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,tmp,,,tmp,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,tmp,,,tmp,false,false,source,SELECT,false,false
golang,go3/bond_transaction_repository.go,bond_transaction_repository.go,code,go,636,GetSecondaryTransactionBlotter,44ff9378fdf69b713d4b5873b3d5d00f93521632,tmp,,,tmp,false,false,source,SELECT,false,false
